BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod
14716,Canned AG Starter,Irish Cream Ale,2.27,1.039,1.01,3.82,0,2.95,2.27,60,1.039,70,BIAB
18614,Ol' Blue,Irish Red Ale,3.79,1.054,1.011,5.63,27.25,16.14,4.73,60,1.043,75,All Grain
54940,Irish Red,Irish Red Ale,3.79,1.053,1.014,5.04,30.75,19.79,4.73,60,1.042,70,All Grain
206,Bruxelles Blonde Clone (?),Irish Pale Ale,3.79,1.056,1.013,5.63,19.2,4.77,4.73,60,1.042,70,All Grain
70538,Belgian Blonde,Irish Pale Ale,3.79,1.065,1.018,6.16,23.47,5.03,4.73,60,1.047,70,All Grain
17742,Red Ale 1 gallon,Irish Cream Ale,3.79,1.06,1.015,5.86,36.01,7.55,5.68,60,1.04,75,All Grain
52662,Winter is coming Mint choc stout 1 gal,Irish Dry Stout,3.79,1.043,1.011,4.19,34.63,36.22,5.68,60,1.028,70,All Grain
2711,Avocado Irish Cream Ale #1,Irish Cream Ale,3.79,1.049,1.009,5.23,20.78,3.25,5.68,60,1.033,70,All Grain
8791,1 Gallon Imperial Irish Cream Ale,Irish Cream Ale,3.79,1.069,1.016,6.98,17.63,3.62,5.68,60,1.046,70,All Grain
19239,Communist Manifesto Red,Irish Red Ale,3.79,1.058,1.014,5.66,25.63,12.72,5.68,90,1.038,70,All Grain
63838,Tea & Toast,Irish Pale Ale,3.79,1.055,1.015,5.26,19.34,9.56,5.68,60,1.037,68,All Grain
62368,Eggnog Irish Cream Ale,Irish Cream Ale,3.79,1.066,1.013,6.87,23.08,4.91,5.68,60,1.044,68,All Grain
47520,BLACK IRISH,Irish Red Ale,3.79,1.049,1.009,5.22,31.96,22.95,5.68,60,1.033,65,BIAB
53748,Simple Irish Cream Ale,Irish Cream Ale,3.79,1.052,1.009,5.61,31.05,5.02,6.06,60,1.032,70,All Grain
22459,Red Ale #1,Irish Red Ale,3.79,1.069,1.018,6.66,20.78,17.29,6.06,60,1.043,70,All Grain
72071,Crispy Trout,Irish Cream Ale,3.79,1.085,1.013,9.48,28.24,8.88,6.81,60,1.047,75,All Grain
72177,Xtra Crispy Trout (#2),Irish Cream Ale,3.79,1.093,1.014,10.4,32.48,9.24,6.81,60,1.052,75,All Grain
72006,Cornholio,Irish Cream Ale,3.79,1.065,1.009,7.25,14.85,3.35,6.81,60,1.036,70,All Grain
11679,Celtic red potato ale,Irish Red Ale,3.79,1.055,1.014,5.5,25.35,14.94,7.57,60,1.028,68,BIAB
61985,Grandpa Jack,Irish Cream Ale,3.79,1.049,1.009,5.2,14.8,3.23,7.57,60,1.024,65,All Grain
40320,Engagement Ring Blender,Irish Pale Ale,3.79,1.053,1.012,5.45,21.81,15.37,9.46,60,1.021,70,All Grain
63381,Irish Cream Ale,Irish Cream Ale,3.79,1.049,1.008,5.3,12.42,3.99,9.46,90,1.019,70,All Grain
31090,Guiness Clone,Irish Dry Stout,3.79,1.047,1.012,4.59,40.4,50,9.84,60,1.018,75,All Grain
35923,O'Mally's red  ale,Irish Red Ale,3.79,1.044,1.013,4.05,23.08,11.87,11.36,60,1.015,70,All Grain
56382,Thomand Park Roar,Irish Red Ale,3.8,1.046,1.01,4.66,25.68,13.4,3.8,60,1.046,70,All Grain
60503,Bruxelles Pale Ale,Irish Pale Ale,3.8,1.052,1.015,4.74,17.55,10.24,4.7,60,1.042,64,All Grain
55027,Irish Stout Curso,Irish Dry Stout,3.8,1.044,1.01,4.37,34.71,27.95,5,60,1.033,75,All Grain
62598,Belgian pale,Irish Pale Ale,3.8,1.0506,1.0124,5.12,31.05,10.24,7.1,60,1.0276,75,BIAB
28844,Paters' Ryebier,Irish Pale Ale,4,1.051,1.012,5.22,23.15,10.66,5,60,1.041,70,All Grain
21449,SS Red Ale,Irish Red Ale,4,1.051,1.01,5.32,22.54,14.86,6.5,60,1.031,65,All Grain
15928,2 Dogs Patersbier,Irish Pale Ale,4,1.055,1.015,5.27,19.63,3.41,7,70,1.032,70,BIAB
18906,Belgian Pale Pumpkin Ale,Irish Pale Ale,4.16,1.048,1.008,5.27,23.58,17.27,5.68,90,1.035,75,All Grain
13264,Crossed Cannon Irish Cream Ale,Irish Cream Ale,4.16,1.052,1.014,4.86,21.98,4.82,6.81,60,1.032,70,BIAB
38203,Crossed Cannon Irish Cream Ale V3,Irish Cream Ale,4.16,1.049,1.008,5.39,16.9,2.92,8.52,90,1.024,75,BIAB
30021,JabeerIÒi's Irish Dry Stout,Irish Dry Stout,4.5,1.057,1.013,5.88,28.87,33.99,5,90,1.052,79,All Grain
19516,Vanilla Irish Cream Ale 1 Gal,Irish Cream Ale,4.54,1.05,1.009,5.4,17.31,2.7,7.57,60,1.03,70,All Grain
29816,Crossed Cannon Irish Cream Ale V2,Irish Cream Ale,4.54,1.051,1.012,5.12,17.75,5.05,8.33,60,1.028,75,BIAB
25714,Coffee test,Irish Red Ale,4.73,1.047,1.01,4.79,22.39,16.38,8.52,60,1.026,75,All Grain
62519,Red Ale EXP01,Irish Red Ale,5,1.077,1.018,7.63,56.92,23.82,7,90,1.055,75,BIAB
40855,V‰nsterpartistens,Irish Red Ale,5,1.059,1.015,5.77,25.48,17.24,7,60,1.042,70,All Grain
23245,Red,Irish Red Ale,5,1.057,1.014,5.6,19.69,17.34,8,60,1.036,75,All Grain
58821,Dry Irish Stout,Irish Dry Stout,5.68,1.054,1.016,4.99,46.17,34.2,8.52,60,1.036,70,BIAB
64549,Irish Red,Irish Red Ale,5.68,1.051,1.009,5.42,29.24,17.23,9.46,90,1.03,65,BIAB
64774,Vienna,Irish Lager,5.68,1.051,1.012,5.09,26.43,13.72,11.36,90,1.025,70,BIAB
43403,Murphys/Guinness ChocoDILUTION,Irish Dry Stout,6,1.073,1.017,7.43,60.02,41.81,5,60,1.088,70,All Grain
56577,Kermaperse,Irish Cream Ale,6,1.045,1.008,4.88,19.46,2.98,7.5,60,1.036,80,BIAB
57057,Homegrown Barley I,Irish Pale Ale,6,1.062,1.015,6.18,25.62,6.05,8,60,1.046,70,BIAB
59050,Honey belgian pale ale,Irish Pale Ale,6,1.054,1.015,5.06,28.65,11.37,10.5,60,1.031,65,BIAB
22647,AG Irish Cream Ale v3,Irish Cream Ale,6.81,1.05,1.01,5.26,20.18,3.36,8.71,60,1.039,67,BIAB
60126,IRISH RED ALE - 20 abril,Irish Red Ale,7,1.043,1.009,4.41,21.24,11.58,8.9,75,1.034,75,All Grain
15100,Blueberry Red Ale,Irish Red Ale,7.57,1.051,1.012,5.12,25.4,14.94,9.46,60,1.041,70,BIAB
70453,BPA,Irish Pale Ale,7.57,1.045,1.013,4.22,55.32,7.93,9.46,60,1.036,65,BIAB
60886,4 Footer,Irish Cream Ale,7.57,1.0518,1.012,5.32,19.15,3.37,9.84,60,1.0404,70,All Grain
19181,AG Irish Cream Ale v2,Irish Cream Ale,7.57,1.042,1.009,4.3,17.31,2.76,10.6,60,1.03,70,BIAB
23429,Irish Red Ale,Irish Red Ale,7.57,1.029,1.008,2.77,13.27,10.58,10.79,60,1.02,72,All Grain
7647,Lawnmower Ale,Irish Pale Ale,7.57,1.048,1.009,5.12,28.05,9.23,11.36,60,1.032,75,BIAB
12275,Irish Red,Irish Red Ale,7.57,1.053,1.012,5.33,17.1,14.41,11.36,60,1.035,75,BIAB
22506,Blueberry Red Ale,Irish Red Ale,7.57,1.058,1.013,5.89,23.21,17.56,11.36,60,1.039,75,BIAB
53325,They Call Me Red2,Irish Red Ale,7.57,1.055,1.012,5.6,25.97,9.27,11.36,60,1.037,70,BIAB
1140,Summer Lolly - Orange Vanilla Irish Cream Ale,Irish Cream Ale,7.57,1.053,1.012,5.35,26.97,4.62,12.11,60,1.042,70,All Grain
15021,Eyneburg Abbey Bier,Irish Pale Ale,7.57,1.054,1.01,5.76,18.52,12.81,12.3,60,1.033,70,BIAB
37581,Belgian Pale Ale,Irish Pale Ale,7.57,1.052,1.012,5.25,28.23,13.09,15.14,90,1.026,70,BIAB
5414,Irish Red Ale 2 Gallon,Irish Red Ale,7.57,1.049,1.014,4.66,20.78,17.03,15.14,90,1.025,65,All Grain
64990,German Bitter,Irish Lager,7.6,1.044,1.011,4.29,27.26,9.77,3,60,1.11,65,Partial Mash
20975,Pale Moon Harvest Ale,Irish Pale Ale,8,1.043,1.013,3.95,35.86,4.04,9,60,1.038,70,BIAB
40002,#rood,Irish Red Ale,8,1.04,1.01,3.98,25.67,13.5,9,60,1.036,70,BIAB
47759,#rood :),Irish Red Ale,8,1.041,1.01,4.08,25.46,12.86,9,60,1.037,70,BIAB
20034,Vanguard Warrior,Irish Red Ale,8,1.051,1.016,4.62,63.87,19.94,9,60,1.045,70,All Grain
26705,Pastel,Irish Pale Ale,8,1.035,1.01,3.19,20.56,5.37,9,90,1.031,70,BIAB
51429,Irish Red Ale (2∞b) - 01 junio 2017,Irish Red Ale,8,1.043,1.008,4.49,24.1,14.58,9.3,75,1.037,75,All Grain
52575,Belg-ISH Ale,Irish Pale Ale,8,1.058,1.017,5.3,30.8,14.73,10,60,1.046,75,All Grain
68855,Mostly Harmless,Irish Pale Ale,8,1.05,1.015,4.59,42.64,5.45,11,60,1.036,70,BIAB
71127,Lonesome Road,Irish Lager,8,1.048,1.009,5.2,52.1,5.49,11.5,60,1.034,68,All Grain
50989,Irish Cream Ale Mr. Beer,Irish Cream Ale,8.06,1.055,1.009,6,28.16,4.37,11.36,60,1.035,65,Partial Mash
28062,16.4 Belgian Bitter Pale Ale,Irish Pale Ale,8.3,1.056,1.01,6,53.96,4.2,9.5,90,1.049,65,All Grain
33116,Kirishima Red II,Irish Red Ale,9,1.045,1.009,4.7,24.14,15.69,6,60,1.068,70,BIAB
61762,Saigo Red Ale,Irish Red Ale,9,1.046,1.012,4.48,23.73,12.36,7,60,1.059,70,BIAB
41930,Dryrish Stout,Irish Dry Stout,9.46,1.05,1.011,5.08,45.56,36.27,9.46,60,1.05,65,All Grain
47403,Pilsale 1,Irish Cream Ale,9.46,1.051,1.009,5.63,21.5,5.65,9.46,60,1.051,65,All Grain
21571,The Dunkelator,Irish Lager,9.46,1.054,1.015,5.09,29.81,15.82,9.88,60,1.052,75,All Grain
1200,Kentucky Common Dark Irish Cream Ale,Irish Cream Ale,9.46,1.044,1.012,4.12,23.59,8.42,10.41,60,1.042,75,All Grain
55165,Irish Red,Irish Red Ale,9.46,1.055,1.016,5.16,24.96,13.68,11.32,60,1.046,71.1,All Grain
23066,El Camino - North American Cerveza,Irish Cream Ale,9.46,1.041,1.007,4.43,13.48,3.36,11.36,60,1.034,75,BIAB
841,Schoenling Little Kings,Irish Cream Ale,9.46,1.054,1.012,5.53,21.21,3.13,11.36,60,1.042,75,All Grain
7737,Red Rye Ale,Irish Red Ale,9.46,1.057,1.013,5.73,25.6,15.33,11.36,60,1.047,75,BIAB
34008,Raging Red Irish Red Ale,Irish Red Ale,9.46,1.058,1.013,5.89,25.98,16.53,11.36,60,1.049,75,BIAB
10505,El Rey - Vienna Lager,Irish Lager,9.46,1.051,1.013,4.95,24.75,31.58,11.36,60,1.042,70,BIAB
33800,Irish Red - Session,Irish Red Ale,9.46,1.043,1.011,4.14,23.9,13.57,11.36,60,1.036,65,BIAB
2551,Fat Tire Clone,Irish Pale Ale,9.46,1.055,1.014,5.36,25.29,12.39,11.36,60,1.046,65,BIAB
63507,Red ale,Irish Red Ale,9.46,1.057,1.014,5.68,12.82,14.45,11.36,60,1.048,65,BIAB
26572,NHC award winning Irish Cream Ale,Irish Cream Ale,9.46,1.054,1.006,6.29,18.6,3.01,11.73,60,1.043,75,All Grain
50798,Moni's Irish Cream Ale,Irish Cream Ale,9.46,1.044,1.007,4.85,17.22,3.43,11.96,60,1.035,70,BIAB
68786,#51 - Beamishish Dry Irish Stout,Irish Dry Stout,9.46,1.04,1.008,4.12,37.85,33.11,12.3,60,1.03,75,BIAB
6449,17 Irish Red w/ Jameson,Irish Red Ale,9.46,1.057,1.014,5.75,23.86,23.82,12.3,60,1.042,70,All Grain
72904,St Pattys Red,Irish Red Ale,9.46,1.061,1.012,6.44,37.86,21.58,12.49,60,1.046,65,BIAB
64083,Irish Cream Ale,Irish Cream Ale,9.46,1.043,1.008,4.62,28.1,3.58,13.25,60,1.031,75,BIAB
24236,Red Tick Beer,Irish Red Ale,9.46,1.057,1.016,5.34,25.15,16.13,13.25,60,1.04,75,All Grain
37844,Regular Coffee,Irish Cream Ale,9.46,1.111,1.02,11.94,33.61,8.19,13.25,60,1.079,75,BIAB
63001,Maple Quickie Belgian Ale,Irish Pale Ale,9.46,1.05,1.01,5.26,24.84,8.69,13.25,60,1.036,70,BIAB
12330,Belgian Blonde Ale (16E),Irish Pale Ale,9.46,1.052,1.012,5.28,21.45,8.01,13.25,60,1.037,70,All Grain
29470,Honey Pilsner 2.0,Irish Cream Ale,9.46,1.061,1.015,6.11,46.69,6.41,13.25,60,1.039,70,BIAB
46571,Amnesty Red Ale,Irish Red Ale,9.46,1.044,1.008,4.72,38.14,20.74,13.25,90,1.032,70,BIAB
64526,American Irish Red Ale,Irish Red Ale,9.46,1.045,1.012,4.3,22.19,12.91,14.2,60,1.03,70,All Grain
64557,Sore Hands Milk Stout,Irish Dry Stout,9.46,1.0663,1.0234,5.88,18.87,41.45,14.2,60,1.0452,70,All Grain
69760,Irish red,Irish Red Ale,9.46,1.065,1.017,6.26,22.16,10.73,15.14,60,1.04,70,All Grain
40984,Caramel smash,Irish Cream Ale,9.46,1.063,1.016,6.16,0,4.3,15.14,60,1.039,65,All Grain
68086,Imperial Pumpkin Ale,Irish Cream Ale,9.46,1.088,1.016,9.38,32.14,13.34,15.14,60,1.055,65,BIAB
34482,Fat Tire Clone,Irish Pale Ale,9.46,1.053,1.014,5.15,28.23,13.05,18.02,60,1.028,65,BIAB
1383,De Ranke XX Bitter Clone,Irish Pale Ale,9.5,1.057,1.012,5.88,80.54,3.24,9.5,60,1.057,63,BIAB
12199,Guinness Clone,Irish Dry Stout,9.5,1.044,1.011,4.37,42.44,38.88,17.1,60,1.024,75,BIAB
29052,THOR,Irish Red Ale,10,1.059,1.018,5.4,22.07,16.51,6.5,60,1.09,65,All Grain
27460,Awesome Recipe,Irish Red Ale,10,1.054,1.014,5.32,20.07,22.23,10,60,1.054,70,BIAB
63970,American Cream,Irish Cream Ale,10,1.054,1.014,5.35,15.5,3.43,10,60,1.054,70,All Grain
55662,Cream of 3 crops,Irish Cream Ale,10,1.05,1.011,5.08,32.15,2.59,11.7,60,1.043,80,BIAB
35874,Belgian Pale Mower Ale 01,Irish Pale Ale,10,1.049,1.013,4.78,27.84,11,12,60,1.041,80,BIAB
24056,Awesome Recipe,Irish Lager,10,1.045,1.011,4.42,28.98,10.32,12,70,1.037,75,All Grain
70689,Dry stout (Guiness),Irish Dry Stout,10,1.042,1.009,4.39,39.47,50,12,60,1.035,72,All Grain
43584,Dry Stout,Irish Dry Stout,10,1.042,1.01,4.13,42.56,39.82,12,60,1.035,70,All Grain
19979,Belgian Pale Ale,Irish Pale Ale,10,1.052,1.013,5.25,51.8,17.87,12,60,1.043,70,All Grain
27497,Ruh Roh Red,Irish Red Ale,10,1.052,1.011,5.35,23.95,17.62,12,60,1.04,70,BIAB
14032,Gold Viena Lager Beer,Irish Lager,10,1.042,1.012,3.98,29.59,11.95,12,70,1.035,70,All Grain
19026,Royal Ruby Ale III,Irish Red Ale,10,1.044,1.008,4.69,22.86,14.29,12,60,1.037,65,All Grain
65386,Oyster Stout-Test 1,Irish Extra Stout,10,1.067,1.019,6.36,35.04,34.03,13,60,1.052,75,All Grain
71632,Red X Otter Ale,Irish Red Ale,10,1.052,1.014,5.02,43.38,17.08,13,60,1.04,66,All Grain
10264,Red elk,Irish Red Ale,10,1.055,1.015,5.2,20.24,14.68,14,60,1.039,70,All Grain
33310,Rye Stout,Irish Dry Stout,10,1.051,1.009,5.51,41.12,50,14,90,1.037,70,BIAB
58669,Vienna lager,Irish Lager,10,1.051,1.017,4.52,22.35,11.03,14,60,1.037,65,All Grain
29270,Marco Friend Ale,Irish Pale Ale,10,1.054,1.012,5.46,20.51,8.81,14,60,1.038,65,BIAB
28015,#006 Irish stout c munich(60)&chocolate rye(...,Irish Dry Stout,10,1.062,1.016,6.09,27.5,50,14,60,1.044,65,All Grain
63422,Red Partei,Irish Red Ale,10,1.035,1.008,3.45,19.63,25.71,15,70,1.023,70,All Grain
28161,Red Pri Ale,Irish Red Ale,10,1.05,1.008,5.43,23.03,17.41,15,60,1.033,65,BIAB
23533,Simpel Saaz,Irish Pale Ale,10,1.04,1.012,3.78,27.17,3.95,15,90,1.027,65,All Grain
35346,The Dag,Irish Cream Ale,10,1.052,1.009,5.57,19.83,4.11,16,65,1.032,70,All Grain
47946,Irish Cream Ale,Irish Cream Ale,10,1.057,1.011,6,17.27,6.04,20,60,1.029,70,BIAB
70536,Breffbeer Irish red ale,Irish Red Ale,10,1.045,1.01,4.57,22.46,11.32,20,60,1.023,65,BIAB
59240,Calle Oeste,Irish Lager,10.41,1.052,1.01,5.44,29.18,8.71,12.11,60,1.044,69,BIAB
34014,Miller the Muggle,Irish Cream Ale,10.41,1.038,1.003,4.71,12.73,2.97,12.68,60,1.032,75,All Grain
39455,Sunshine of Your Love,Irish Cream Ale,10.41,1.046,1.01,4.76,19.97,3.15,12.68,60,1.038,74,BIAB
69824,Barleycorn Philip,Irish Red Ale,10.41,1.046,1.01,4.72,22.8,11.32,12.87,60,1.037,72,BIAB
45316,Irish Red Ale,Irish Red Ale,10.41,1.053,1.015,5.01,23.42,16.71,13.14,60,1.042,71,BIAB
60811,Azacca Irish Cream Ale,Irish Cream Ale,10.41,1.051,1.015,4.82,12,3.02,14.2,60,1.038,75,All Grain
39973,Vienna Lager,Irish Lager,10.41,1.051,1.01,5.36,26.33,14.16,15.14,60,1.035,78,All Grain
4026,#005 Irish Cream Ale,Irish Cream Ale,10.41,1.056,1.01,6.04,26.9,3.43,15.61,60,1.037,75,BIAB
30456,Irish Red Ale,Irish Red Ale,10.41,1.054,1.013,5.31,21.87,14.39,17.07,60,1.033,70,All Grain
23441,Belgian pale (Rakau dry hop),Irish Pale Ale,10.5,1.061,1.007,7.04,29.69,3.1,11,60,1.058,78,All Grain
53121,La Ale Roja,Irish Red Ale,10.5,1.051,1.014,4.87,22,13.66,12,75,1.045,78,All Grain
2321,Red Ash Irish Ale,Irish Red Ale,10.6,1.051,1.014,4.84,38.53,10.39,14.2,60,1.038,65,All Grain
20008,Irish Cream Ale w/ Cold Brew Coffee and Vanilla...,Irish Cream Ale,10.6,1.054,1.013,5.43,22.82,3.38,16.43,60,1.035,75,BIAB
57290,Stout Base,Irish Dry Stout,10.79,1.043,1.011,4.27,0,24.98,13.63,60,1.034,70,BIAB
48778,Red Irish Red Ale,Irish Red Ale,11,1.061,1.01,6.65,29.82,15.96,14,60,1.042,70,All Grain
73834,Cascade Irish Cream Ale,Irish Cream Ale,11,1.043,1.007,4.73,18.72,2.72,14,60,1.034,65,BIAB
62425,Irish Red Ale - Koen,Irish Red Ale,11,1.053,1.014,5.14,21.59,16.45,14.5,60,1.04,63,All Grain
35136,Andrimne Dry Stout,Irish Dry Stout,11,1.042,1.011,4.06,39.66,31.91,14.7,60,1.032,74,All Grain
39308,Red Ale,Irish Red Ale,11.36,1.054,1.01,5.73,40.26,14.42,5.68,90,1.108,70,Partial Mash
10169,Dad's Irish red v2,Irish Red Ale,11.36,1.06,1.016,5.72,25.89,18.85,11.36,60,1.06,75,extract
1868,011 - Irish Cream Ale,Irish Cream Ale,11.36,1.05,1.011,5.15,28.48,3.5,11.36,60,1.05,62,BIAB
38970,Vienna Lager,Irish Lager,11.36,1.051,1.008,5.65,39.29,11.31,13.25,90,1.044,80,BIAB
5575,Vanilla Irish Cream Ale,Irish Cream Ale,11.36,1.055,1.015,5.15,19.36,5.11,13.25,60,1.042,68,All Grain
63807,Redemption,Irish Red Ale,11.36,1.047,1.009,5.06,28.85,11.08,13.63,60,1.039,79,BIAB
44551,Irish Cream Ale - AG,Irish Cream Ale,11.36,1.065,1.016,6.4,64.86,3.8,14.2,60,1.052,75,All Grain
25003,Cream Soda Ale,Irish Cream Ale,11.36,1.057,1.016,5.45,19.44,4.69,14.2,90,1.046,75,BIAB
39866,NB Irish Red Ale,Irish Red Ale,11.36,1.049,1.012,4.87,23.71,13.48,14.2,60,1.039,70,BIAB
9414,Cool gales Irish Cream Ale 3g,Irish Cream Ale,11.36,1.047,1.011,4.78,15.99,2.54,15.14,60,1.035,82,BIAB
5252,Coffee Irish Cream Ale,Irish Cream Ale,11.36,1.046,1.012,4.5,26.16,4.21,15.14,60,1.035,80,BIAB
44888,Cinco de Mayonaise,Irish Lager,11.36,1.051,1.012,5.15,27.32,14.94,15.14,60,1.039,80,BIAB
47899,Irish Stout,Irish Dry Stout,11.36,1.042,1.011,4.02,38.47,39.08,15.14,60,1.031,75,All Grain
20783,SMaSHtennial,Irish Cream Ale,11.36,1.046,1.011,4.67,10.72,3.17,15.14,60,1.035,75,BIAB
50707,Vanilla Caramel Irish Cream Ale BIAB,Irish Cream Ale,11.36,1.053,1.016,4.95,15.26,10.84,15.14,60,1.04,75,BIAB
55905,Dry Irish Stout,Irish Dry Stout,11.36,1.05,1.014,4.69,38.47,50,15.14,60,1.037,70,BIAB
19935,It's Been Neherly Tew Long,Irish Red Ale,11.36,1.05,1.011,5.06,27.85,16.76,15.14,60,1.037,70,All Grain
43198,Irish Red Ale 01,Irish Red Ale,11.36,1.068,1.019,6.79,33.86,14.45,15.14,60,1.051,70,All Grain
29863,Easy peasy Irish Cream Ale,Irish Cream Ale,11.36,1.04,1.01,3.91,16.46,2.5,15.14,60,1.03,68,BIAB
22248,American Fall Red,Irish Red Ale,11.36,1.054,1.015,5.18,18.78,17.75,15.9,60,1.039,75,All Grain
22014,Irish Red,Irish Red Ale,11.36,1.047,1.013,4.54,25.14,17.99,16.09,60,1.034,70,All Grain
71960,#41 Yellow Diamond Belgian Pale Ale Split...,Irish Pale Ale,11.36,1.06,1.01,6.57,40.32,10.09,17.03,80,1.04,78,All Grain
36220,Grape nelson,Irish Pale Ale,11.36,1.057,1.011,6.12,0,11.06,17.03,60,1.038,75,All Grain
37794,1710 Irish Red Ale,Irish Red Ale,11.36,1.051,1.013,4.95,22.05,18.16,17.03,60,1.034,70,All Grain
36398,Irish Red Ale,Irish Red Ale,11.36,1.052,1.013,5.03,28.61,14.31,17.03,60,1.034,70,All Grain
57647,Eggnog Irish Cream Ale,Irish Cream Ale,11.36,1.064,1.014,6.47,23.08,4.93,17.03,60,1.042,65,All Grain
42861,Irish Cream Ale,Irish Cream Ale,11.36,1.044,1.015,3.89,14.53,3.19,17.03,90,1.03,63,BIAB
30115,Sleeman Irish Cream Ale,Irish Cream Ale,11.36,1.056,1.017,5.09,17.16,4.67,17.98,60,1.035,70,BIAB
12333,O'Laddy Stout,Irish Dry Stout,11.36,1.052,1.014,4.96,38.47,41.08,18.93,60,1.031,72,All Grain
63333,Irish Red Ale,Irish Red Ale,11.36,1.053,1.015,4.99,26.16,23.37,18.93,60,1.032,70,All Grain
34075,Irish Cream Ale 3gal,Irish Cream Ale,11.36,1.047,1.012,4.54,25.82,3.07,18.93,75,1.028,70,All Grain
21523,SMaSH Amber Lager,Irish Lager,11.36,1.044,1.012,4.25,36.52,7.65,18.93,90,1.027,70,All Grain
18235,Czech Amber Lager,Irish Lager,11.36,1.049,1.012,4.86,35.87,17.05,18.93,90,1.03,70,All Grain
14138,Belgian White IPA,Irish Pale Ale,11.36,1.054,1.01,5.78,32.56,3.48,28.39,60,1.022,70,BIAB
31095,Demontella,Irish Cream Ale,11.36,1.055,1.011,5.79,21.52,3.6,49.21,60,1.013,70,All Grain
45533,The Cure from Cork,Irish Dry Stout,11.4,1.038,1.009,3.79,33.64,32.77,13.2,60,1.032,65,All Grain
30969,Imaginary Geography Vienna,Irish Lager,11.4,1.05,1.008,5.51,25.24,12.65,15.2,60,1.038,75,All Grain
5957,Firework Irish Cream Ale,Irish Cream Ale,11.4,1.055,1.012,5.61,21.56,4.9,18.9,90,1.033,70,All Grain
14882,Shomonkai Ale,Irish Cream Ale,11.5,1.05,1.012,5.03,16.41,3.21,11,60,1.052,70,Partial Mash
26231,Vienna Lager,Irish Lager,11.5,1.05,1.012,4.98,20.36,11.91,15,60,1.038,78,All Grain
39897,Cory's Belgian Pale Ale,Irish Pale Ale,11.5,1.052,1.013,5.15,28.01,8.33,17,60,1.035,75,All Grain
20782,Tavaszi parti sˆr - Vˆrˆs,Irish Red Ale,12,1.0421,1.0108,4.15,30.7,7.76,12,60,1.042,70,All Grain
72743,Dearg,Irish Red Ale,12,1.051,1.012,5.17,27.57,14.54,14,60,1.041,65,BIAB
21216,Oeystein's Red Ale,Irish Red Ale,12,1.071,1.017,6.98,38.63,18.27,15,60,1.056,75,BIAB
46599,VH Red Ale,Irish Red Ale,12,1.048,1.012,4.7,25.42,15.38,15,60,1.038,70,All Grain
55138,Awesome Recipe,Irish Red Ale,12,1.046,1.013,4.37,20.41,12.46,15,60,1.037,65,BIAB
23888,K+,Irish Pale Ale,12,1.045,1.016,3.75,24.98,7.8,16.5,70,1.033,78,All Grain
20130,Winterkoninkje,Irish Pale Ale,12,1.052,1.017,4.53,27.43,6.87,17,60,1.036,78,All Grain
13335,Den R¯de Pirat,Irish Lager,12,1.053,1.01,5.6,27.86,13.93,17,60,1.037,70,All Grain
69513,Belgisk Pale Ale,Irish Pale Ale,12,1.05,1.009,5.31,22.01,4.91,17,60,1.035,65,All Grain
71815,Vienna lager,Irish Lager,12,1.057,1.013,5.74,25.56,11.99,18,75,1.038,75,All Grain
23070,Kinnesi,Irish Dry Stout,12,1.046,1.011,4.65,28.36,50,18,60,1.031,73,All Grain
19513,Irish Cream Ale,Irish Cream Ale,12,1.048,1.008,5.33,19.21,3.14,19.5,60,1.03,70,BIAB
40393,P'stir Red Ale,Irish Red Ale,12,1.054,1.012,5.44,27.28,21.2,26,60,1.025,70,All Grain
31947,Irish Stout,Irish Dry Stout,12.3,1.044,1.013,4.08,37.64,38.86,15.14,60,1.036,80,All Grain
49932,Irish Red,Irish Red Ale,12.3,1.052,1.014,4.88,19.21,14.75,15.14,60,1.042,80,All Grain
55244,C stout small,Irish Dry Stout,12.3,1.044,1.011,4.36,26.08,32.27,16.09,60,1.034,73,All Grain
63685,Irish red,Irish Red Ale,12.3,1.046,1.01,4.74,21.6,9.56,16.09,60,1.035,70,All Grain
65472,Session vienna lagger,Irish Lager,12.61,1.049,1.012,4.92,34.83,5.62,17.03,60,1.036,84,All Grain
70223,Red Devil,Irish Red Ale,13,1.056,1.012,5.82,25.12,13.35,15,60,1.049,70,All Grain
16704,Caves of Maghera,Irish Red Ale,13,1.052,1.012,5.29,17.8,14.48,15,60,1.045,65,BIAB
56004,Sorachi Red Ace,Irish Pale Ale,13,1.06,1.016,5.68,28.59,14.78,19,60,1.041,77,All Grain
19658,Kill Kenny,Irish Red Ale,13,1.06,1.015,5.87,20.1,16.67,19,60,1.041,76,All Grain
30640,Popcorn Irish Cream Ale,Irish Cream Ale,13,1.059,1.018,5.44,17.78,4.5,19,60,1.017,70,Partial Mash
7728,(Not) De Koninck,Irish Pale Ale,13,1.048,1.01,4.92,49.27,9.94,20,60,1.031,73,All Grain
7668,Kiwi Twin,Irish Red Ale,13,1.065,1.015,6.55,40.58,14.6,22.3,90,1.038,70,BIAB
35020,Let's Hope It's Red  Red Ale,Irish Red Ale,13.25,1.061,1.013,6.24,26.48,16.69,13.25,90,1.061,65,BIAB
