BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod
39015,Ashes against the grain,Irish Dry Stout,25,1.044,1.01,4.43,34.67,34.04,31,60,1.035,72,All Grain
56780,Blonde ALE #6,Irish Pale Ale,25,1.044,1.008,4.65,33.2,3.41,31,90,1.035,65,BIAB
71818,Savage Wiener Dog,Irish Lager,25,1.051,1.014,4.81,41.17,9.28,32,60,1.04,75,All Grain
47048,Pelican B,Irish Pale Ale,25,1.048,1.012,4.78,21.56,8.87,33,90,1.035,78,All Grain
4142,Vienna Lager,Irish Lager,25,1.057,1.015,5.41,29.16,13.14,33,90,1.043,75,All Grain
65967,Irish Cream Ale,Irish Cream Ale,25,1.05,1.009,5.3,16.42,3.18,33,60,1.038,70,All Grain
72176,Midtbrygg Irish Cream Ale,Irish Cream Ale,25,1.049,1.009,5.22,20.01,3.23,34,90,1.036,78,All Grain
35862,Blind melon,Irish Lager,25,1.052,1.012,5.21,31.11,11.17,34.3,90,1.038,70,BIAB
22082,Vienna Lager,Irish Lager,25,1.049,1.014,4.64,15.08,11.57,35,90,1.035,76,All Grain
31535,Vienna,Irish Lager,25,1.051,1.013,4.97,21.56,12.59,35,90,1.036,75,All Grain
60221,3739 - Belgian Pale,Irish Pale Ale,25,1.048,1.011,4.91,25.35,8.19,35,90,1.034,73,BIAB
12742,Irish Dry Stout,Irish Dry Stout,25,1.041,1.01,4.1,34.74,37.61,35,90,1.03,70,All Grain
67445,Ven?ac DRY STOUT,Irish Dry Stout,25,1.046,1.01,4.64,32.03,50,35,90,1.033,65,All Grain
39401,Red Ale,Irish Red Ale,25,1.051,1.013,5,27.89,20.96,37,60,1.035,75,All Grain
37261,Vienna Lager - COLLEY,Irish Lager,25,1.05,1.008,5.57,20.22,5.19,40,60,1.032,75,All Grain
14772,Homage to the Fallen BPA 2,Irish Pale Ale,25.74,1.061,1.007,7.11,19.3,5.3,32.18,60,1.049,80,All Grain
40727,Creamale0416,Irish Cream Ale,26,1.049,1.009,5.17,32.49,4.09,23,60,1.055,78,All Grain
9679,Strawberry Belgian,Irish Pale Ale,26,1.075,1.018,7.46,0,6.29,28.4,60,1.068,70,All Grain
65942,Dalgona memi,Irish Pale Ale,26,1.047,1.014,4.33,42.03,8.77,28.5,60,1.043,70,All Grain
60925,IRA-2,Irish Red Ale,26,1.0438,1.0093,4.58,29.17,15.86,32,75,1.036,75,All Grain
62042,Irish Red Ale,Irish Red Ale,26,1.06,1.011,6.46,24.38,16.96,33.7,60,1.046,70,All Grain
49868,Irish Dry Stout,Irish Dry Stout,26,1.036,1.007,3.81,35.86,30.67,34,60,1.027,80,All Grain
11082,Red Pine,Irish Red Ale,26,1.056,1.016,5.2,25.67,17.84,34,60,1.043,70,All Grain
17442,Handthrow Light Belgian Pale,Irish Pale Ale,26.5,1.05,1.013,4.85,15.96,4.62,18.93,60,1.07,70,All Grain
13461,Red Irish Irish Cream Ale,Irish Red Ale,26.5,1.049,1.012,4.84,36.35,14.55,28,90,1.046,72,All Grain
29114,Jamil's Ruabeoir - Light version,Irish Red Ale,26.5,1.034,1.008,3.53,17.05,19.53,29.5,60,1.031,65,BIAB
29628,Irish Cream Ale,Irish Cream Ale,26.5,1.047,1.011,4.8,20.38,3.02,30.28,60,1.041,70,All Grain
6814,Candied Yamber,Irish Pale Ale,26.5,1.068,1.017,6.69,44.08,13.2,30.28,60,1.059,65,All Grain
16200,Irish Red (BIAB),Irish Red Ale,26.5,1.054,1.014,5.19,20.19,22.15,30.5,80,1.047,76,BIAB
45427,Vienna Lager,Irish Lager,26.5,1.05,1.013,4.85,25.4,13.13,31.2,80,1.042,77,BIAB
61297,Black 1,Irish Dry Stout,26.5,1.052,1.022,3.9,39.86,34.9,33,72,1.042,80,All Grain
53435,Irish Red 7G,Irish Red Ale,26.5,1.052,1.014,5.05,19.82,14.7,33.12,60,1.042,80,All Grain
54143,The Annabelle (Maltic Depression 2017),Irish Lager,26.5,1.051,1.011,5.32,21.22,11.99,33.69,60,1.04,75,BIAB
17175,Red Ale,Irish Red Ale,26.5,1.05,1.014,4.8,17.75,11.83,34.07,60,1.039,80,All Grain
46053,Evil Dead Red,Irish Red Ale,26.5,1.057,1.014,5.62,30.23,10.78,34.07,90,1.044,80,All Grain
58380,Deadmen,Irish Red Ale,26.5,1.059,1.018,5.32,24.49,13.77,34.07,60,1.046,75,All Grain
43666,Red Nitro Soup,Irish Red Ale,26.5,1.048,1.013,4.67,25.94,16.94,34.07,90,1.037,75,All Grain
60605,Craptastic Irish Cream Ale,Irish Cream Ale,26.5,1.05,1.012,4.92,11.13,3.49,34.07,90,1.039,70,All Grain
42137,Raspberry Blonde 7-27-16,Irish Pale Ale,26.5,1.053,1.01,5.61,22.31,4.54,35.96,70,1.039,65,All Grain
51104,Irish Cream Ale - Wet Nose,Irish Cream Ale,26.8,1.044,1.007,4.9,19.12,4.84,33.5,60,1.036,65,BIAB
64521,Red ale 4,Irish Red Ale,27,1.045,1.012,4.4,24.06,11.5,28.2,60,1.043,70,All Grain
27946,⁄j f?z? - Vˆrˆs sˆr (2016.01),Irish Red Ale,27,1.0482,1.0124,4.78,29.37,7.01,29,60,1.0448,70,All Grain
30505,Klassisk Irsk Stout,Irish Dry Stout,27,1.044,1.01,4.44,27.86,31.63,30,60,1.04,75,All Grain
71432,Red Ale boka,Irish Red Ale,27,1.045,1.008,4.83,38.01,14.26,30,60,1.041,70,All Grain
6398,03 Session Belgian Pale,Irish Pale Ale,27,1.05,1.01,5.16,24.79,7.27,31,90,1.04,75,All Grain
26350,Pillar of Stout,Irish Dry Stout,27,1.047,1.01,4.89,64.22,50,33,60,1.039,63,BIAB
27812,Solkrem,Irish Cream Ale,27,1.052,1.009,5.68,15.41,2.79,35,90,1.04,80,BIAB
22707,Pine Room Red,Irish Red Ale,27.63,1.05,1.012,4.94,18.4,14.84,30.28,60,1.046,75,All Grain
32518,Orval,Irish Pale Ale,28,1.054,1.005,6.45,33.52,4.62,28,60,1.054,65,All Grain
46948,Lazy Bee Vaniljekos Ale,Irish Cream Ale,28,1.059,1.014,5.9,15.57,4.92,28.4,75,1.055,70,All Grain
68327,#104 Vienna Lager,Irish Lager,28,1.049,1.012,4.76,21.55,8.06,30,60,1.045,80,All Grain
24103,(2016.11.29) Rubin Ale,Irish Red Ale,28,1.0573,1.0137,5.87,34.62,20.95,30,60,1.0536,72,All Grain
51569,Irish Red ale,Irish Red Ale,28,1.058,1.009,6.47,32.11,16.01,32,75,1.044,72,All Grain
53017,Irish Red Ale,Irish Red Ale,28,1.047,1.012,4.66,20.62,16.57,32,60,1.041,70,All Grain
61932,Dry Stout 2.0,Irish Dry Stout,28,1.049,1.011,4.95,16.17,28.68,32,60,1.043,64,All Grain
55630,Awesome IRA,Irish Red Ale,28,1.056,1.014,5.55,24.12,15.76,33,60,1.048,80,All Grain
61963,Belgo,Irish Pale Ale,28,1.05,1.011,5.09,22.44,5.56,33,60,1.043,70,All Grain
60178,Happy Halloween,Irish Pale Ale,28,1.063,1.019,5.79,26.13,7.57,35,60,1.05,70,All Grain
55759,Vienna Lager,Irish Lager,28,1.051,1.012,5.11,30.11,5.31,36,90,1.04,77,All Grain
61129,Utby Winerlager,Irish Lager,28,1.061,1.014,6.25,31.77,8.31,40,60,1.043,70,All Grain
57782,Belgian Blonde Abbey no sugar,Irish Pale Ale,28.39,1.059,1.012,6.21,11.76,3.96,28.39,90,1.059,69,All Grain
66935,Irish Red Ale,Irish Red Ale,28.39,1.043,1.012,4.14,23.41,13.7,35.96,60,1.034,80,All Grain
71946,Red,Irish Red Ale,28.39,1.048,1.011,4.93,20.96,18.86,37.85,60,1.036,75,All Grain
43802,Redzinha 25 litros,Irish Red Ale,29,1.04,1.01,3.98,26.56,10.61,35,60,1.033,63,BIAB
11623,BE,Irish Pale Ale,29,1.053,1.01,5.6,27.55,7.26,36,60,1.043,70,All Grain
64460,Utby Wienerlager,Irish Lager,29,1.06,1.012,6.27,29.88,8.11,38,60,1.046,71,All Grain
71614,Irish stout,Irish Dry Stout,30,1.0442,1.0113,4.37,32,27.88,30,60,1.044,75,All Grain
52062,BPA 1 0,Irish Pale Ale,30,1.049,1.01,5.06,43.35,5.98,34.5,60,1.042,70,BIAB
30525,DÌa de los Muertos,Irish Pale Ale,30,1.055,1.013,5.56,29.38,8.85,35,60,1.047,80,BIAB
25661,Hafmeyjan V,Irish Cream Ale,30,1.05,1.011,5.19,14.55,6.76,35,90,1.043,70,All Grain
46936,Hoppy Belgian #1,Irish Pale Ale,30,1.058,1.014,5.78,26.09,9.96,35,60,1.05,65,All Grain
26549,MZP Belgian Wheat,Irish Pale Ale,30,1.049,1.01,5.16,20.86,11.26,35,90,1.042,65,All Grain
37715,Awesome Recipe,Irish Red Ale,30,1.053,1.014,5.03,25.13,10.83,36,60,1.044,80,All Grain
17229,05. Redvolution (Red Ale),Irish Red Ale,30,1.056,1.011,5.88,20.46,17.04,39,60,1.043,65,All Grain
17672,Rosso ALE,Irish Red Ale,30,1.054,1.009,5.94,23.24,15.85,40,60,1.041,75,All Grain
54834,SMSH,Irish Lager,30,1.058,1.018,5.22,29.43,6.68,40,60,1.043,70,All Grain
57085,Awesome Recipe,Irish Pale Ale,30.28,1.055,1.012,5.69,28.16,8.88,22.71,60,1.073,70,BIAB
72156,Randy's Irish Stout,Irish Dry Stout,30.28,1.042,1.01,4.11,38.02,31.34,34.07,60,1.037,75,All Grain
58388,Helles,Irish Cream Ale,30.28,1.041,1.01,4.19,20.59,4.86,34.07,60,1.037,70,All Grain
68728,Barley Philip Irish Red,Irish Red Ale,30.28,1.047,1.012,4.52,26.26,13.39,34.07,60,1.041,70,All Grain
36547,VSOP 3,Irish Pale Ale,30.28,1.049,1.012,4.86,26.47,8.06,34.45,60,1.043,65,All Grain
48122,Vienna 2-13-17,Irish Lager,30.28,1.051,1.012,5.16,23.81,9.48,37.85,90,1.041,69,All Grain
28508,Belgian Pale Ale,Irish Pale Ale,30.28,1.052,1.013,5.17,23.21,13.68,37.85,60,1.042,68,All Grain
64570,Rasse Hef Combo,Irish Cream Ale,30.28,1.052,1.015,4.88,20.34,3.2,39.75,90,1.04,82,All Grain
46137,Maria Boa Blond,Irish Pale Ale,31,1.064,1.019,5.84,26.05,7.62,44,60,1.045,70,All Grain
27230,La rousse ‡ Frank V2,Irish Red Ale,32,1.069,1.012,7.38,37.47,13,35,60,1.063,65,All Grain
38051,Ennis Red Ale,Irish Red Ale,32.18,1.046,1.011,4.52,26.07,12.65,37.85,60,1.039,70,All Grain
25945,Brew #024 - IRA,Irish Red Ale,32.5,1.05,1.012,5.07,20.64,17.6,34,60,1.048,71,All Grain
28864,Brew #032 - eisen belgian pale,Irish Pale Ale,33,1.049,1.012,4.81,19.7,6.25,35,60,1.046,70,All Grain
35938,Brew #032 - eisen belgian pale,Irish Pale Ale,33,1.049,1.012,4.81,21.87,6.25,35,60,1.046,70,All Grain
10687,Guinness clone,Irish Dry Stout,34.07,1.043,1.01,4.25,38.47,31.12,37.85,60,1.038,80,All Grain
65504,Irish Red Drapes,Irish Red Ale,34.07,1.105,1.026,10.36,33.49,14.9,37.85,60,1.095,80,All Grain
49382,Kitchen sink,Irish Cream Ale,34.07,1.058,1.018,5.24,54.74,6.83,37.85,60,1.052,65,All Grain
10101,Schubrew Irish Cream Ale III,Irish Cream Ale,34.07,1.054,1.012,5.51,24.69,3.02,41.64,60,1.044,70,BIAB
21210,Cream of Six Crops Ale,Irish Cream Ale,34.07,1.042,1.009,4.25,17.31,3.35,43.91,90,1.032,68,All Grain
54615,Orange Irish Cream Ale,Irish Cream Ale,34.07,1.054,1.016,5,13.81,3.43,45.42,60,1.04,70,All Grain
3851,Cream of Three Crops,Irish Cream Ale,34.07,1.04,1.008,4.25,18.47,2.73,45.42,90,1.03,65,BIAB
49747,RR - Ramsalt Red,Irish Red Ale,35,1.067,1.013,7.15,26.57,28.78,30,60,1.078,70,All Grain
43297,Manglar - Irish Red Ale,Irish Red Ale,35,1.0496,1.0128,4.93,27.83,12.18,38.5,60,1.0452,80,All Grain
67896,Pale Ale,Irish Pale Ale,35,1.05,1.009,5.38,22.81,11.05,40,60,1.044,70,BIAB
60119,Irish Red Ale Barbarossa,Irish Red Ale,35,1.061,1.012,6.47,32.95,14.22,40,60,1.053,65,BIAB
55046,SAISON MOTUEKA SINGLEHOP ALLGRAIN,Irish Pale Ale,35,1.052,1.015,4.93,25.52,9.2,41,60,1.045,78,All Grain
39782,Frankie's Irish Cream Ale,Irish Cream Ale,35.96,1.058,1.01,6.4,22.35,3.66,45.42,60,1.046,72,All Grain
10387,Õççr vˆrˆs,Irish Red Ale,36,1.052,1.011,5.35,22.53,17.84,40,60,1.047,65,All Grain
51767,Vienna Lagar,Irish Lager,37.85,1.049,1.015,4.4,0,10.92,28.39,60,1.065,70,All Grain
73621,Speckled 10g,Irish Cream Ale,37.85,1.06,1.015,5.95,19.7,6.34,28.39,60,1.08,70,All Grain
41700,Light Ale Base III,Irish Pale Ale,37.85,1.057,1.011,6.03,47.72,5.29,37.85,60,1.057,80,All Grain
63928,Foley's Irish Red Ale,Irish Red Ale,37.85,1.059,1.01,6.34,26.1,12.89,37.85,60,1.059,70,All Grain
1313,All Grain Irish Cream Ale,Irish Cream Ale,37.85,1.049,1.012,4.79,0,3.31,39.75,60,1.042,80,All Grain
51492,Jenny C. Irish Cream Ale,Irish Cream Ale,37.85,1.048,1.006,5.53,17.31,4.41,39.75,60,1.032,80,All Grain
43925,Irish Red,Irish Red Ale,37.85,1.068,1.023,5.97,30.49,28.48,41.64,60,1.062,75,All Grain
62003,Garrett Habanero,Irish Lager,37.85,1.069,1.012,7.49,29.64,7.24,41.64,60,1.063,75,BIAB
44321,Irish Cream Ale/ AMERICAN LAGER,Irish Cream Ale,37.85,1.056,1.009,6.09,20.41,3.23,41.64,60,1.051,74,All Grain
10133,Dry Irish Stout,Irish Dry Stout,37.85,1.046,1.011,4.63,22.51,38.75,41.64,60,1.042,72,All Grain
54740,SD10,Irish Cream Ale,37.85,1.044,1.009,4.62,18.47,4.57,41.64,60,1.04,70,All Grain
61335,AHA - Belgian Blonde,Irish Pale Ale,37.85,1.051,1.012,5.14,29.21,3.62,42.02,60,1.046,65,All Grain
26824,Outta Style Irish Cream Ale,Irish Cream Ale,37.85,1.058,1.013,5.9,37.91,4.88,43.53,60,1.051,80,All Grain
10668,Malty BIG red w/ rye,Irish Red Ale,37.85,1.062,1.012,6.52,54.43,13.95,43.53,60,1.054,72,All Grain
46545,What Was I Laughing At Now?,Irish Dry Stout,37.85,1.041,1.009,4.15,17.26,36.07,43.53,60,1.036,70,BIAB
21001,Fruits of our Labor,Irish Pale Ale,37.85,1.067,1.017,6.5,38.37,8.53,43.53,60,1.058,70,All Grain
59542,Cream of Three Crops,Irish Cream Ale,37.85,1.044,1.01,4.51,20.31,2.73,43.53,60,1.039,69,BIAB
7742,Zuid Fluid,Irish Pale Ale,37.85,1.048,1.013,4.69,20.08,7.31,43.53,90,1.042,65,All Grain
9020,Maine Irish Cream Ale,Irish Cream Ale,37.85,1.051,1.013,4.98,18.56,3.07,45.05,80,1.043,75,All Grain
59337,DK Pale - 10 gal,Irish Pale Ale,37.85,1.053,1.006,6.18,28.54,6.45,45.42,90,1.044,80,All Grain
66718,Kentucky common Test 1,Irish Cream Ale,37.85,1.054,1.011,5.68,18.77,6,45.42,60,1.045,75,All Grain
42964,Gobshite Red Irish Ale,Irish Red Ale,37.85,1.058,1.012,6,26.6,14.52,45.42,60,1.048,75,All Grain
13875,Irish Red 6-22,Irish Red Ale,37.85,1.068,1.017,6.68,0,17.48,45.42,60,1.042,75,All Grain
13910,Scorp Blood II,Irish Red Ale,37.85,1.088,1.021,8.87,96.23,19.63,45.42,60,1.074,75,All Grain
15518,Tukun  Munich Helles,Irish Pale Ale,37.85,1.062,1.014,6.3,11.28,17.72,45.42,90,1.052,75,All Grain
18152,One Eyed Cream second shot,Irish Cream Ale,37.85,1.047,1.015,4.29,26.97,7.41,45.42,60,1.039,70,All Grain
4015,One Eyed Cream,Irish Cream Ale,37.85,1.05,1.015,4.5,59.65,4.21,45.42,60,1.041,70,All Grain
45569,Irish Red Ale,Irish Red Ale,37.85,1.045,1.01,4.59,36.36,8.97,45.42,60,1.038,70,All Grain
16791,One Eyed Red Head,Irish Red Ale,37.85,1.054,1.015,5.06,27.54,15.96,45.42,60,1.045,70,All Grain
40791,Jons Stout,Irish Dry Stout,37.85,1.054,1.015,5.16,36.01,38.37,45.42,60,1.045,70,All Grain
37286,Summer Solstice,Irish Cream Ale,37.85,1.054,1.013,5.28,4.81,11.94,45.42,60,1.045,70,All Grain
41578,Irish Cream Ale,Irish Cream Ale,37.85,1.054,1.014,5.35,18.24,3.91,45.42,60,1.045,70,All Grain
31017,Belgian Pale Ale,Irish Pale Ale,37.85,1.059,1.018,5.37,38.58,9.97,45.42,60,1.049,70,BIAB
1685,Foundation Red #2,Irish Red Ale,37.85,1.056,1.012,5.81,21.22,13.67,45.42,60,1.047,70,All Grain
11163,Great Big Stout,Irish Extra Stout,37.85,1.059,1.015,5.82,38.08,29.51,45.42,60,1.049,70,BIAB
32480,Irish Red First Quater,Irish Red Ale,37.85,1.066,1.016,6.46,25.2,19.35,45.42,60,1.055,70,All Grain
39634,Easy Red Ale,Irish Red Ale,37.85,1.056,1.009,6.1,32.19,13.61,45.42,80,1.047,70,All Grain
6108,Zuid Fluid Grand Cru,Irish Pale Ale,37.85,1.054,1.014,5.27,21.52,8.23,45.42,90,1.045,65,All Grain
29092,Irish Ale,Irish Red Ale,37.85,1.058,1.016,5.53,18.06,17.79,46.56,90,1.047,75,All Grain
4230,Brookhurst,Irish Pale Ale,37.85,1.063,1.018,5.91,29.31,5.54,47.32,60,1.05,75,All Grain
50155,Spring Fling,Irish Pale Ale,37.85,1.06,1.01,6.56,4.33,12.78,47.32,60,1.048,71,All Grain
69313,Ralph's Irish Stout,Irish Red Ale,37.85,1.048,1.014,4.54,21.5,35.89,47.32,60,1.039,70,All Grain
73791,Pale Ale,Irish Pale Ale,37.85,1.05,1.002,6.35,39.82,10.94,47.32,60,1.04,70,All Grain
31407,Fuggles Creamin,Irish Cream Ale,37.85,1.047,1.01,4.9,10.59,6.44,49.21,60,1.036,75,All Grain
10428,St Patty's Blarney Beer,Irish Red Ale,37.85,1.051,1.015,4.77,22.16,14.87,49.21,90,1.039,75,All Grain
67813,Jamie's & Rob's Irish Stout,Irish Dry Stout,37.85,1.052,1.013,5.09,57.71,38.52,49.21,60,1.04,72,All Grain
69117,Corned Beef Eggroll,Irish Dry Stout,37.85,1.048,1.012,4.77,41.55,32.9,49.21,60,1.037,70,All Grain
52127,Kentucky Common,Irish Cream Ale,37.85,1.047,1.008,5.19,23.89,11.21,49.21,60,1.037,70,All Grain
5281,Hoppy Red Ale,Irish Red Ale,37.85,1.056,1.016,5.29,37.61,22.22,49.21,60,1.043,70,All Grain
69446,Club Guinness cloneish,Irish Dry Stout,37.85,1.052,1.012,5.29,0,27.11,49.21,60,1.04,70,All Grain
42795,Red honey,Irish Red Ale,37.85,1.057,1.016,5.4,27.52,10.96,49.21,60,1.044,70,BIAB
55546,Reunion comunion,Irish Cream Ale,37.85,1.062,1.014,6.32,30.08,5.93,49.21,75,1.048,70,All Grain
52338,Belgian Pale Ale,Irish Pale Ale,37.85,1.054,1.014,5.3,28.07,14.48,49.21,90,1.042,70,All Grain
33841,Flogging Molly Irish Pale (10GAL),Irish Red Ale,37.85,1.059,1.017,5.5,22.59,10.05,53,90,1.042,75,All Grain
50849,"Smitty's No.10 ""Belgian Pale Ale""",Irish Pale Ale,37.85,1.052,1.012,5.31,23.08,10.99,53,60,1.037,70,BIAB
56446,Irish Cream Ale,Irish Cream Ale,37.85,1.046,1.008,5.04,16.46,2.96,53,60,1.033,68,All Grain
69254,Belgian IPA,Irish Pale Ale,37.9,1.071,1.018,6.94,85.6,6.71,56.8,60,1.047,75,All Grain
73841,Red Cara Ale,Irish Red Ale,38,1.051,1.011,5.23,10.27,13.95,35,60,1.055,70,All Grain
57877,Caracola roja,Irish Red Ale,38,1.043,1.008,4.6,22.51,9.4,38,60,1.043,75,All Grain
51184,Vanilla Irish Cream Ale,Irish Cream Ale,38,1.047,1.011,4.73,17.16,5.01,42,75,1.039,70,All Grain
8118,Oladi ¡szok,Irish Lager,38,1.053,1.015,5,23.19,12.4,42,60,1.048,65,All Grain
70592,KROTOS Belgian Pale Ale,Irish Pale Ale,38,1.051,1.012,5.18,22.84,9.93,44,60,1.044,70,All Grain
54718,Kali clone,Irish Red Ale,38.61,1.057,1.012,5.9,43.68,5.43,49.21,60,1.045,75,All Grain
2070,Belgian Pale Ale,Irish Pale Ale,39,1.053,1.012,5.38,22.61,9.42,45,90,1.046,80,All Grain
18169,Irish Bulldog Red,Irish Red Ale,39.75,1.056,1.014,5.5,21.54,17.41,43.91,60,1.05,70,All Grain
71940,Vienna Lager,Irish Lager,39.75,1.05,1.009,5.29,24.18,12.24,45.42,60,1.043,80,All Grain
40608,Belgian Pale Ale,Irish Pale Ale,39.75,1.053,1.014,5.1,23.54,4.39,45.42,90,1.046,78,All Grain
17922,Hornswoggle,Irish Red Ale,39.75,1.052,1.009,5.66,22.96,17.59,45.42,60,1.046,70,All Grain
59057,Dry Oyster Stout,Irish Dry Stout,39.75,1.043,1.01,4.33,37.35,30.5,45.42,60,1.038,64,All Grain
53302,Irish Red DBS1,Irish Red Ale,39.75,1.056,1.013,5.61,27.48,16.62,46.03,60,1.048,80,All Grain
21871,The Gutterball,Irish Dry Stout,39.75,1.069,1.019,6.53,28.55,45.98,47.32,60,1.058,80,All Grain
927,Ginger Rage - Imperial Irish Red Ale,Irish Red Ale,39.75,1.076,1.021,7.28,36.59,13.7,47.32,90,1.042,80,All Grain
60567,Kiwanda Irish Cream Ale Clone (10g),Irish Cream Ale,39.75,1.052,1.013,5.09,15.69,3.96,47.32,60,1.043,75,All Grain
57239,Irish Rye Red,Irish Red Ale,39.75,1.053,1.014,5.13,27.48,9.78,47.32,60,1.045,75,All Grain
51347,Revins Red Ale.,Irish Red Ale,39.75,1.061,1.017,5.85,27.86,14.47,47.32,60,1.051,75,All Grain
20259,Scott or what not,Irish Red Ale,39.75,1.057,1.015,5.44,27.6,17.4,47.32,60,1.048,70,All Grain
51567,Grant's IPL,Irish Lager,39.75,1.049,1.008,5.46,21.44,8.78,47.32,60,1.041,70,All Grain
36407,Hank the Angry,Irish Red Ale,39.75,1.056,1.014,5.55,24.73,13.08,47.32,75,1.047,70,All Grain
40296,Rampage Red,Irish Red Ale,39.75,1.058,1.015,5.61,15.3,18.39,49.21,60,1.046,80,All Grain
24836,Madigascar Irish Cream Ale,Irish Cream Ale,39.75,1.065,1.015,6.59,22.73,3.23,49.21,60,1.052,78,All Grain
73071,Wishing I Were Irish,Irish Dry Stout,39.75,1.04,1.009,4.1,41.28,31.22,49.21,90,1.027,72,All Grain
65663,Overnight Irish Cream Ale,Irish Cream Ale,39.75,1.044,1.009,4.58,32.98,5.71,53,60,1.033,78,All Grain
22268,Amber Lager,Irish Lager,39.75,1.051,1.011,5.17,21.64,13.38,53.75,90,1.037,80,All Grain
36109,Summer Belgian,Irish Pale Ale,40,1.0446,1.0128,4.24,0,9.62,28.5,60,1.0616,78,All Grain
73676,Panuc,Irish Red Ale,40,1.049,1.011,5.01,23.79,13.89,28.5,60,1.069,70,All Grain
23563,Belgian Ale 2015,Irish Pale Ale,40,1.0476,1.0137,4.53,24.45,7.88,35,60,1.054,79,All Grain
67191,Roja con frutitos,Irish Red Ale,40,1.045,1.01,4.54,26.73,9.62,44,60,1.041,70,All Grain
38353,Vienna,Irish Lager,40,1.049,1.007,5.5,23.43,11.82,45,60,1.044,80,All Grain
54048,UBREW Goodbye- Honey and Meadowsweet Cream A...,Irish Cream Ale,40,1.055,1.015,5.27,4.81,5.61,45,60,1.049,75,All Grain
67209,Abbey,Irish Pale Ale,40,1.078,1.017,7.97,0,22.07,45,60,1.069,75,All Grain
51790,Rˆ-ˆl,Irish Red Ale,40,1.058,1.012,6.13,27.52,11.87,45,60,1.052,70,All Grain
430,18/06/2017 Red Ale,Irish Red Ale,40,1.059,1.01,6.4,31.19,14.04,46,60,1.051,75,All Grain
68304,IRA di dio,Irish Red Ale,40,1.049,1.01,5.06,22.11,11.92,46,60,1.042,69,All Grain
58751,New Irish,Irish Red Ale,40,1.052,1.014,4.98,20.79,23.96,47,60,1.045,75,All Grain
67641,Adam's Big Red Ale,Irish Red Ale,40,1.05,1.014,4.74,26.38,14.83,47,60,1.043,65,All Grain
16070,Vienna Lager Millstream Brewing Co. (GM 2010...,Irish Lager,40,1.051,1.015,4.8,22.9,10.95,48,60,1.043,75,All Grain
17388,Luka,Irish Red Ale,40,1.056,1.014,5.5,38.73,12.57,48,60,1.047,75,All Grain
62651,Big Brew Day,Irish Red Ale,40,1.046,1.011,4.64,22.92,11.28,48,60,1.038,65,All Grain
29012,Irish Cream Ale 3,Irish Cream Ale,40,1.046,1.011,4.65,18.9,4.88,50,90,1.037,70,All Grain
25167,Cervejoteca Smoked Red Ale,Irish Red Ale,40,1.064,1.015,6.46,21.59,11.07,52,60,1.049,70,All Grain
27507,Sangre del Zarco ver. 2,Irish Pale Ale,40,1.048,1.008,5.25,24,13.62,53,60,1.036,80,All Grain
18499,Bruna,Irish Red Ale,40,1.056,1.014,5.47,12.97,16.62,53,60,1.042,70,All Grain
32172,Cervejoteca Smoked Red Ale,Irish Red Ale,40,1.063,1.016,6.15,21.05,13.43,72,60,1.035,70,All Grain
43934,Amber Lager II,Irish Lager,40.69,1.05,1.011,5.15,18.53,7.78,47.32,60,1.043,75,All Grain
70394,Saison,Irish Pale Ale,41,1.063,1.014,6.48,36.91,4.99,54,60,1.048,70,All Grain
73537,Vienna Crown Lager,Irish Lager,41.6,1.055,1.014,5.34,20,13.23,49,90,1.046,80,All Grain
18037,Student's Stout,Irish Dry Stout,41.6,1.042,1.01,4.11,42.63,30.07,52.4,60,1.033,84,All Grain
30474,Co3C 4.0 10 gal,Irish Cream Ale,41.64,1.041,1.008,4.31,21.6,3.16,28.39,60,1.06,75,BIAB
54625,Huron Heifer,Irish Cream Ale,41.64,1.041,1.009,4.22,14.81,3.03,28.39,60,1.06,70,All Grain
38641,Ens Red Ale,Irish Red Ale,41.64,1.053,1.013,5.23,47.14,13.94,28.39,60,1.078,70,All Grain
27561,Irish Cream Ale,Irish Cream Ale,41.64,1.054,1.012,5.54,22.29,3.57,28.39,60,1.08,70,All Grain
6408,Larger ish ish,Irish Lager,41.64,1.059,1.015,5.84,21.26,3.71,43.53,60,1.057,70,All Grain
11055,Peaches and Cream,Irish Cream Ale,41.64,1.05,1.011,5.09,16.47,4.08,45.42,60,1.046,72,All Grain
41622,SCB Dry Irish Stout,Irish Dry Stout,41.64,1.048,1.013,4.6,31.48,32.66,45.42,60,1.044,70,All Grain
46017,SCB Vienna Lager,Irish Lager,41.64,1.048,1.011,4.76,20.73,11.77,45.42,60,1.044,70,All Grain
15740,Bill Lyon's Recipe,Irish Cream Ale,41.64,1.05,1.013,4.94,0,3.49,45.46,60,1.042,75,All Grain
10951,Cathy's Yellow  Beer,Irish Cream Ale,41.64,1.051,1.009,5.58,14.13,3.91,47.32,60,1.045,75,BIAB
1204,Weed Feed and Mow,Irish Cream Ale,41.64,1.055,1.013,5.49,17.65,4.76,47.32,90,1.044,75,All Grain
48461,Celtic Warrior - Imperial Irish Red,Irish Red Ale,41.64,1.092,1.023,9.07,37.09,16.17,47.32,60,1.081,74,All Grain
